season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weekdayt,is_weekend,temp_celsius,season_fall,season_spring,season_summer,season_winter,season_fall,season_spring,season_summer,season_winter,weathersit_encoded,season_fall,season_spring,season_summer,season_winter
spring,0,June,No,Tuesday,1,Clear,0.7075,0.65595,0.597917,0.187808,763,4070,4833,2,False,29.0075,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Wednesday,1,Clear,0.775833,0.727279,0.622083,0.136817,676,3725,4401,3,False,31.809153,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Thursday,1,Mist/Cloudy,0.808333,0.757579,0.568333,0.149883,563,3352,3915,4,False,33.141653,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,June,No,Friday,1,Clear,0.755,0.703292,0.605,0.140554,815,3771,4586,5,False,30.955000000000002,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Saturday,0,Clear,0.725,0.678038,0.654583,0.15485,1729,3237,4966,6,True,29.724999999999998,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Sunday,0,Clear,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,0,True,28.392500000000002,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Monday,1,Clear,0.635,0.601654,0.494583,0.30535,863,4157,5020,1,False,26.035,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Tuesday,1,Clear,0.604167,0.591546,0.507083,0.269283,727,4164,4891,2,False,24.770847,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Wednesday,1,Clear,0.626667,0.587754,0.471667,0.167912,769,4411,5180,3,False,25.693347,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Thursday,1,Mist/Cloudy,0.628333,0.595346,0.688333,0.206471,545,3222,3767,4,False,25.761653000000003,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,June,No,Friday,1,Clear,0.649167,0.600383,0.735833,0.143029,863,3981,4844,5,False,26.615847000000002,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Saturday,0,Clear,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,6,True,28.563347,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Sunday,0,Mist/Cloudy,0.699167,0.645846,0.666667,0.102,1639,3105,4744,0,True,28.665847,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,June,No,Monday,1,Mist/Cloudy,0.635,0.595346,0.74625,0.155475,699,3311,4010,1,False,26.035,False,True,False,False,False,True,False,False,1,False,True,False,False
summer,0,June,No,Tuesday,1,Mist/Cloudy,0.680833,0.637646,0.770417,0.171025,774,4061,4835,2,False,27.914153000000002,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,June,No,Wednesday,1,Clear,0.733333,0.693829,0.7075,0.172262,661,3846,4507,3,False,30.066653000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,June,No,Thursday,1,Mist/Cloudy,0.728333,0.693833,0.703333,0.238804,746,4044,4790,4,False,29.861653,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,June,No,Friday,1,Clear,0.724167,0.656583,0.573333,0.222025,969,4022,4991,5,False,29.690847,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,June,No,Saturday,0,Clear,0.695,0.643313,0.483333,0.209571,1782,3420,5202,6,True,28.494999999999997,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,June,No,Sunday,0,Clear,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,0,True,27.880000000000003,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,June,No,Monday,1,Mist/Cloudy,0.6825,0.637004,0.658333,0.107588,854,3854,4708,1,False,27.982499999999998,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,June,No,Tuesday,1,Clear,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2,False,30.510847000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,June,No,Wednesday,1,Clear,0.728333,0.654688,0.497917,0.261821,848,4377,5225,3,False,29.861653,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,June,No,Thursday,1,Clear,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,4,False,28.563347,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Friday,1,Clear,0.7225,0.652162,0.6278940629274967,0.102608,1246,4116,5362,5,False,29.622500000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Saturday,0,Clear,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,6,True,30.271653,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Sunday,0,Mist/Cloudy,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,0,True,29.383347,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,July,Yes,Monday,0,Mist/Cloudy,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,1,False,29.793346999999997,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,July,No,Tuesday,1,Clear,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2,False,30.613346999999997,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Wednesday,1,Clear,0.72,0.685633,0.743333,0.149883,784,3845,4629,3,False,29.52,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Thursday,1,Clear,0.75,0.686871,0.65125,0.1592,754,3838,4592,4,False,30.75,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Friday,1,Mist/Cloudy,0.709167,0.670483,0.757917,0.225129,692,3348,4040,5,False,29.075847,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,July,No,Saturday,0,Clear,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,6,True,30.066653000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Sunday,0,Clear,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,0,True,30.6475,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Monday,1,Clear,0.7625,0.729804,0.635833,0.282337,723,3363,4086,1,False,31.2625,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Tuesday,1,Clear,0.794167,0.739275,0.559167,0.200254,662,3596,4258,2,False,32.560846999999995,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Wednesday,1,Clear,0.746667,0.689404,0.631667,0.146133,748,3594,4342,3,False,30.613346999999997,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Thursday,1,Clear,0.680833,0.635104,0.47625,0.240667,888,4196,5084,4,False,27.914153000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Friday,1,Clear,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,5,False,27.196652999999998,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Saturday,0,Clear,0.686667,0.638263,0.585,0.208342,2418,3505,5923,6,True,28.153347,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Sunday,0,Clear,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,0,True,29.485847,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Monday,1,Clear,0.746667,0.703925,0.65125,0.215804,841,3617,4458,1,False,30.613346999999997,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Tuesday,1,Clear,0.776667,0.747479,0.650417,0.1306,752,3789,4541,2,False,31.843347,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Wednesday,1,Clear,0.768333,0.74685,0.707083,0.113817,644,3688,4332,3,False,31.501653,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Thursday,1,Mist/Cloudy,0.815,0.826371,0.69125,0.222021,632,3152,3784,4,False,33.415,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,July,No,Friday,1,Clear,0.848333,0.840896,0.580417,0.1331,562,2825,3387,5,False,34.781653,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Saturday,0,Clear,0.849167,0.804287,0.5,0.131221,987,2298,3285,6,True,34.815847,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Sunday,0,Clear,0.83,0.794829,0.550833,0.169171,1050,2556,3606,0,True,34.03,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Monday,1,Clear,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,1,False,30.476653000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Tuesday,1,Clear,0.771667,0.696979,0.540833,0.200258,750,3840,4590,2,False,31.638347,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Wednesday,1,Clear,0.775,0.690667,0.6278940629274967,0.183463,755,3901,4656,3,False,31.775000000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Thursday,1,Clear,0.779167,0.7399,0.583333,0.178479,606,3784,4390,4,False,31.945847,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Friday,1,Clear,0.838333,0.785967,0.5425,0.174138,670,3176,3846,5,False,34.371653,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Saturday,0,Clear,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,6,True,32.970847,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,July,No,Sunday,0,Clear,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,0,True,33.039153,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Monday,1,Clear,0.771667,0.703292,0.550833,0.156717,729,3537,4266,1,False,31.638347,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Tuesday,1,Clear,0.783333,0.707071,0.49125,0.20585,801,4044,4845,2,False,32.116653,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Wednesday,1,Mist/Cloudy,0.731667,0.679937,0.6575,0.135583,467,3107,3574,3,False,29.998347,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,August,No,Thursday,1,Mist/Cloudy,0.71,0.664788,0.7575,0.19715,799,3777,4576,4,False,29.11,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,August,No,Friday,1,Clear,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,5,False,29.144153000000003,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Saturday,0,Mist/Cloudy,0.716667,0.676154,0.755,0.22825,1521,2773,4294,6,True,29.383347,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,August,No,Sunday,0,Clear,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,0,True,30.442500000000003,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Monday,1,Clear,0.765,0.703283,0.592083,0.192175,846,3480,4326,1,False,31.365000000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Tuesday,1,Clear,0.775,0.724121,0.570417,0.151121,907,3695,4602,2,False,31.775000000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Wednesday,1,Clear,0.766667,0.684983,0.424167,0.200258,884,3896,4780,3,False,31.433346999999998,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Thursday,1,Clear,0.7175,0.651521,0.42375,0.164796,812,3980,4792,4,False,29.4175,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Friday,1,Clear,0.708333,0.654042,0.415,0.125621,1051,3854,4905,5,False,29.041653,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Saturday,0,Mist/Cloudy,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,6,True,28.119153,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,August,No,Sunday,0,Mist/Cloudy,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,0,True,27.743347,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,August,No,Monday,1,Clear,0.665833,0.616167,0.712083,0.208954,775,3563,4338,1,False,27.299153,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Tuesday,1,Clear,0.700833,0.645837,0.578333,0.236329,721,4004,4725,2,False,28.734153000000003,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Wednesday,1,Clear,0.723333,0.666671,0.575417,0.143667,668,4026,4694,3,False,29.656653,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Thursday,1,Clear,0.711667,0.662258,0.654583,0.233208,639,3166,3805,4,False,29.178347000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Friday,1,Mist/Cloudy,0.685,0.633221,0.722917,0.139308,797,3356,4153,5,False,28.085,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,August,No,Saturday,0,Clear,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,6,True,28.5975,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Sunday,0,Clear,0.710833,0.675525,0.77,0.248754,1249,2624,3873,0,True,29.144153000000003,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Monday,1,Clear,0.691667,0.638254,0.47,0.27675,833,3925,4758,1,False,28.358347000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Tuesday,1,Clear,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,2,False,26.274153,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Wednesday,1,Clear,0.673333,0.630692,0.605,0.253108,949,4181,5130,3,False,27.606652999999998,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Thursday,1,Mist/Cloudy,0.684167,0.645854,0.771667,0.210833,435,3107,3542,4,False,28.050846999999997,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,August,No,Friday,1,Clear,0.7,0.659733,0.76125,0.0839625,768,3893,4661,5,False,28.7,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Saturday,0,Mist/Cloudy,0.68,0.635556,0.85,0.190486211627907,226,889,1115,6,True,27.880000000000003,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,August,No,Sunday,0,Clear,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,0,True,28.989418999999998,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Monday,1,Clear,0.636667,0.607958,0.554583,0.159825,729,3905,4634,1,False,26.103347,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Tuesday,1,Clear,0.639167,0.594704,0.548333,0.125008,775,4429,5204,2,False,26.205847000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,August,No,Wednesday,1,Clear,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,3,False,26.923347,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,September,No,Thursday,1,Clear,0.655,0.614921,0.639167,0.141796,783,4332,5115,4,False,26.855,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,September,No,Friday,1,Mist/Cloudy,0.643333,0.604808,0.727083,0.139929,875,3852,4727,5,False,26.376653,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,September,No,Saturday,0,Clear,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,6,True,27.435847,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,September,No,Sunday,0,Clear,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,0,True,29.075847,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,September,Yes,Monday,0,Mist/Cloudy,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,1,False,27.606652999999998,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,September,No,Tuesday,1,Light Rain/Snow,0.54,0.5152,0.6278940629274967,0.190486211627907,204,2506,2710,2,False,22.14,False,False,True,False,False,False,True,False,2,False,False,True,False
summer,0,September,No,Wednesday,1,Light Rain/Snow,0.599167,0.544229,0.6278940629274967,0.0970208,118,1878,1996,3,False,24.565847,False,False,True,False,False,False,True,False,2,False,False,True,False
summer,0,September,No,Thursday,1,Light Rain/Snow,0.633913,0.555361,0.6278940629274967,0.192748,153,1689,1842,4,False,25.990433,False,False,True,False,False,False,True,False,2,False,False,True,False
summer,0,September,No,Friday,1,Mist/Cloudy,0.65,0.578946,0.6278940629274967,0.124379,417,3127,3544,5,False,26.650000000000002,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,September,No,Saturday,0,Clear,0.66,0.607962,0.75375,0.153608,1750,3595,5345,6,True,27.060000000000002,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,September,No,Sunday,0,Clear,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,0,True,26.786653,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,September,No,Monday,1,Clear,0.644348,0.60213,0.692174,0.088913,690,4023,4713,1,False,26.418268,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,September,No,Tuesday,1,Clear,0.650833,0.603554,0.7125,0.141804,701,4062,4763,2,False,26.684153,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,September,No,Wednesday,1,Clear,0.673333,0.6269,0.697083,0.1673,647,4138,4785,3,False,27.606652999999998,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,September,No,Thursday,1,Mist/Cloudy,0.5775,0.553671,0.709167,0.271146,428,3231,3659,4,False,23.677500000000002,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,September,No,Friday,1,Mist/Cloudy,0.469167,0.461475,0.590417,0.164183,742,4018,4760,5,False,19.235847,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,September,No,Saturday,0,Mist/Cloudy,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,6,True,20.158347,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,September,No,Sunday,0,Clear,0.5075,0.490537,0.695,0.178483,1353,2921,4274,0,True,20.807499999999997,False,False,True,False,False,False,True,False,0,False,False,True,False
summer,0,September,No,Monday,1,Mist/Cloudy,0.549167,0.529675,0.69,0.151742,691,3848,4539,1,False,22.515846999999997,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,September,No,Tuesday,1,Mist/Cloudy,0.561667,0.532217,0.6278940629274967,0.134954,438,3203,3641,2,False,23.028347,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,September,No,Wednesday,1,Mist/Cloudy,0.595,0.550533,0.6278940629274967,0.0964042,539,3813,4352,3,False,24.395,False,False,True,False,False,False,True,False,1,False,False,True,False
summer,0,September,No,Thursday,1,Mist/Cloudy,0.628333,0.554963,0.6278940629274967,0.128125,555,4240,4795,4,False,25.761653000000003,False,False,True,False,False,False,True,False,1,False,False,True,False
fall,0,September,No,Friday,1,Mist/Cloudy,0.609167,0.522125,0.6278940629274967,0.190486211627907,258,2137,2395,5,False,24.975847,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,September,No,Saturday,0,Mist/Cloudy,0.606667,0.564412,0.8625,0.190486211627907,1776,3647,5423,6,True,24.873347,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,September,No,Sunday,0,Mist/Cloudy,0.634167,0.572637,0.845,0.190486211627907,1544,3466,5010,0,True,26.000847,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,September,No,Monday,1,Mist/Cloudy,0.649167,0.589042,0.848333,0.1107,684,3946,4630,1,False,26.615847000000002,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,September,No,Tuesday,1,Mist/Cloudy,0.636667,0.574525,0.6278940629274967,0.118171,477,3643,4120,2,False,26.103347,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,September,No,Wednesday,1,Mist/Cloudy,0.635,0.575158,0.84875,0.148629,480,3427,3907,3,False,26.035,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,September,No,Thursday,1,Clear,0.616667,0.574512,0.699167,0.172883,653,4186,4839,4,False,25.283347,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,September,No,Friday,1,Clear,0.564167,0.544829,0.6475,0.206475,830,4372,5202,5,False,23.130847,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Saturday,0,Mist/Cloudy,0.41,0.412863,0.75375,0.292296,480,1949,2429,6,True,16.81,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,October,No,Sunday,0,Mist/Cloudy,0.356667,0.345317,0.791667,0.222013,616,2302,2918,0,True,14.623347,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,October,No,Monday,1,Mist/Cloudy,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,1,False,15.750846999999998,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,October,No,Tuesday,1,Clear,0.484167,0.472858,0.71,0.205854,486,3970,4456,2,False,19.850847,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Wednesday,1,Clear,0.538333,0.527138,0.647917,0.17725,559,4267,4826,3,False,22.071652999999998,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Thursday,1,Clear,0.494167,0.480425,0.620833,0.134954,639,4126,4765,4,False,20.260847000000002,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Friday,1,Clear,0.510833,0.504404,0.684167,0.190486211627907,949,4036,4985,5,False,20.944153,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Saturday,0,Clear,0.521667,0.513242,0.70125,0.190486211627907,2235,3174,5409,6,True,21.388347,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Sunday,0,Clear,0.540833,0.523983,0.7275,0.190486211627907,2397,3114,5511,0,True,22.174153,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,Yes,Monday,0,Clear,0.570833,0.542925,0.73375,0.190486211627907,1514,3603,5117,1,False,23.404153,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Tuesday,1,Mist/Cloudy,0.566667,0.546096,0.80875,0.143042,667,3896,4563,2,False,23.233347000000002,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,October,No,Wednesday,1,Light Rain/Snow,0.543333,0.517717,0.6278940629274967,0.24815,217,2199,2416,3,False,22.276653,True,False,False,False,True,False,False,False,2,True,False,False,False
fall,0,October,No,Thursday,1,Mist/Cloudy,0.589167,0.551804,0.6278940629274967,0.141787,290,2623,2913,4,False,24.155847,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,October,No,Friday,1,Mist/Cloudy,0.550833,0.529675,0.71625,0.223883,529,3115,3644,5,False,22.584153,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,October,No,Saturday,0,Clear,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,6,True,20.773346999999998,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Sunday,0,Clear,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,0,True,20.978347,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Monday,1,Clear,0.534167,0.510725,0.579583,0.175379,713,3857,4570,1,False,21.900847,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Tuesday,1,Mist/Cloudy,0.5325,0.522721,0.701667,0.110087,637,4111,4748,2,False,21.8325,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,October,No,Wednesday,1,Light Rain/Snow,0.541739,0.513848,0.6278940629274967,0.243339,254,2170,2424,3,False,22.211299,True,False,False,False,True,False,False,False,2,True,False,False,False
fall,0,October,No,Thursday,1,Clear,0.475833,0.466525,0.63625,0.190486211627907,471,3724,4195,4,False,19.509153,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Friday,1,Clear,0.4275,0.423596,0.574167,0.221396,676,3628,4304,5,False,17.5275,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Saturday,0,Clear,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,6,True,17.322499999999998,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Sunday,0,Clear,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,0,True,17.288347,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Monday,1,Clear,0.463333,0.457067,0.772083,0.118792,699,3488,4187,1,False,18.996653,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Tuesday,1,Clear,0.471667,0.463375,0.622917,0.166658,695,3992,4687,2,False,19.338347,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Wednesday,1,Mist/Cloudy,0.484167,0.472846,0.720417,0.148642,404,3490,3894,3,False,19.850847,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,October,No,Thursday,1,Mist/Cloudy,0.47,0.457046,0.812917,0.197763,240,2419,2659,4,False,19.27,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,October,No,Friday,1,Mist/Cloudy,0.330833,0.318812,0.585833,0.229479,456,3291,3747,5,False,13.564153,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,October,No,Saturday,0,Light Rain/Snow,0.254167,0.227913,0.6278940629274967,0.190486211627907,57,570,627,6,True,10.420846999999998,True,False,False,False,True,False,False,False,2,True,False,False,False
fall,0,October,No,Sunday,0,Clear,0.319167,0.321329,0.62375,0.176617,885,2446,3331,0,True,13.085847,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,October,No,Monday,1,Clear,0.34,0.356063,0.703333,0.10635,362,3307,3669,1,False,13.940000000000001,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,November,No,Tuesday,1,Clear,0.400833,0.397088,0.68375,0.135571,410,3658,4068,2,False,16.434153,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,November,No,Wednesday,1,Clear,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,3,False,15.477500000000001,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,November,No,Thursday,1,Clear,0.408333,0.405921,0.702083,0.136817,318,3656,3974,4,False,16.741653,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,November,No,Friday,1,Mist/Cloudy,0.403333,0.403392,0.6225,0.271779,470,3576,4046,5,False,16.536653,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,November,No,Saturday,0,Clear,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,6,True,13.393346999999999,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,November,No,Sunday,0,Clear,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,0,True,14.281653,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,November,No,Monday,1,Clear,0.395,0.400871,0.75875,0.190486211627907,373,3662,4035,1,False,16.195,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,November,No,Tuesday,1,Clear,0.408333,0.412246,0.721667,0.190486211627907,376,3829,4205,2,False,16.741653,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,November,No,Wednesday,1,Clear,0.4,0.409079,0.758333,0.190486211627907,305,3804,4109,3,False,16.400000000000002,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,November,No,Thursday,1,Mist/Cloudy,0.38,0.373721,0.813333,0.189067,190,2743,2933,4,False,15.58,True,False,False,False,True,False,False,False,1,True,False,False,False
fall,0,November,Yes,Friday,0,Clear,0.324167,0.306817,0.44625,0.314675,440,2928,3368,5,False,13.290847,True,False,False,False,True,False,False,False,0,True,False,False,False
fall,0,November,No,Saturday,0,Clear,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,6,True,14.623347,True,False,False,False,True,False,False,False,0,True,False,False,False
